5.4190	0.0000
4.0318	0.0000
11.9740	0.0000
13.0640	0.0000
0.2377	0.0000
8.4606	0.0000
14.1975	0.0000
8.6014	0.0000
3.9149	0.0000
7.4569	0.0000
16.0062	0.0000
5.7296	0.0000
10.0865	0.0000
3.3898	0.0000
0.7375	0.0000
19.2917	0.0000
8.2288	0.0000
13.9716	0.0000
1.6923	0.0000
12.8050	0.0000
3.1965	0.0000
16.9424	0.0000
12.9661	0.0000
0.3482	0.0000
14.5667	0.0000
13.0873	0.0000
19.5021	0.0000
14.4869	0.0000
6.8242	0.0000
2.9499	0.0000
8.8090	0.0000
11.5069	0.0000
10.2376	0.0000
1.6695	0.0000
14.0976	0.0000
13.0397	0.0000
8.8367	0.0000
18.9304	0.0000
0.6551	0.0000
18.7240	0.0000
7.2154	0.0000
17.0753	0.0000
19.8352	0.0000
19.3622	0.0000
4.4449	0.0000
7.2478	0.0000
7.1077	0.0000
19.8424	0.0000
13.4481	0.0000
2.9898	0.0000
2.9221	0.0000
6.4088	0.0000
5.9944	0.0000
1.2831	0.0000
0.7017	0.0000
0.4258	0.0000
12.7888	0.0000
4.0884	0.0000
8.3502	0.0000
1.5938	0.0000
5.6929	0.0000
17.4935	0.0000
3.4608	0.0000
13.3879	0.0000
4.1738	0.0000
11.1495	0.0000
14.2340	0.0000
4.3011	0.0000
2.6455	0.0000
7.9839	0.0000
16.4216	0.0000
7.7897	0.0000
8.9227	0.0000
13.4914	0.0000
9.9261	0.0000
1.8758	0.0000
3.0760	0.0000
5.2172	0.0000
15.9979	0.0000
4.1812	0.0000
15.7858	0.0000
5.6106	0.0000
4.2865	0.0000
13.2221	0.0000
3.8564	0.0000
3.2358	0.0000
7.0608	0.0000
19.1122	0.0000
15.6136	0.0000
18.8943	0.0000
14.7305	0.0000
8.1326	0.0000
9.9723	0.0000
10.7715	0.0000
1.1098	0.0000
12.1863	0.0000
14.2729	0.0000
6.2840	0.0000
6.6789	0.0000
16.2243	0.0000
15.0467	0.0000
2.8687	0.0000
10.6599	0.0000
7.5347	0.0000
13.6854	0.0000
15.2633	0.0000
16.2878	0.0000
10.3559	0.0000
15.7993	0.0000
3.8941	0.0000
9.2189	0.0000
15.0833	0.0000
11.6136	0.0000
11.2968	0.0000
0.8307	0.0000
20.1514	0.0000
9.8146	0.0000
8.3100	0.0000
8.7315	0.0000
4.7393	0.0000
10.0678	0.0000
9.8435	0.0000
14.1094	0.0000
20.0051	0.0000
6.9954	0.0000
12.5847	0.0000
1.3629	0.0000
4.3713	0.0000
1.9613	0.0000
0.5710	0.0000
8.2680	0.0000
6.6935	0.0000
4.0750	0.0000
6.3664	0.0000
18.7495	0.0000
7.7084	0.0000
6.8871	0.0000
18.1446	0.0000
1.1357	0.0000
13.4684	0.0000
13.3145	0.0000
14.0435	0.0000
15.0898	0.0000
6.0338	0.0000
4.1415	0.0000
5.2162	0.0000
11.7221	0.0000
10.0060	0.0000
13.7598	0.0000
14.5692	0.0000
9.4510	0.0000
12.0463	0.0000
16.1202	0.0000
4.2391	0.0000
16.9918	0.0000
2.0884	0.0000
17.4325	0.0000
12.9222	0.0000
11.4170	0.0000
5.0166	0.0000
7.9614	0.0000
19.9830	0.0000
0.7914	0.0000
17.1404	0.0000
17.5810	0.0000
10.0817	0.0000
3.4512	0.0000
9.8626	0.0000
18.5604	0.0000
8.3730	0.0000
3.8052	0.0000
5.9987	0.0000
11.3663	0.0000
3.1383	0.0000
10.3514	0.0000
16.5177	0.0000
6.5824	0.0000
1.7806	0.0000
2.4145	0.0000
15.2872	0.0000
5.8562	0.0000
5.4193	0.0000
2.6697	0.0000
12.9693	0.0000
8.8460	0.0000
16.3884	0.0000
11.3351	0.0000
12.7737	0.0000
17.4557	0.0000
15.7506	0.0000
8.7232	0.0000
0.3403	0.0000
13.7049	0.0000
15.0058	0.0000
15.1575	0.0000
3.5829	0.0000
14.1459	0.0000
7.7318	0.0000
20.0709	0.0000
0.1399	0.0000
5.0513	0.0000
16.4597	0.0000
2.1662	0.0000
1.8910	0.0000
13.1577	0.0000
9.8986	0.0000
4.3311	0.0000
3.0583	0.0000
4.8157	0.0000
17.4351	0.0000
9.3120	0.0000
9.9771	0.0000
20.2050	0.0000
3.3983	0.0000
15.2151	0.0000
11.1804	0.0000
2.5903	0.0000
0.1413	0.0000
6.2128	0.0000
14.7554	0.0000
2.6529	0.0000
11.8031	0.0000
4.9009	0.0000
1.4935	0.0000
5.2476	0.0000
15.6785	0.0000
13.0572	0.0000
11.9145	0.0000
7.9948	0.0000
8.4351	0.0000
17.1236	0.0000
3.0637	0.0000
14.1827	0.0000
8.9784	0.0000
17.0372	0.0000
7.0371	0.0000
12.5148	0.0000
15.8304	0.0000
1.6061	0.0000
14.5065	0.0000
1.0518	0.0000
2.9469	0.0000
1.1833	0.0000
3.8276	0.0000
16.5089	0.0000
2.4649	0.0000
9.2056	0.0000
14.8761	0.0000
13.6326	0.0000
3.9300	0.0000
14.7291	0.0000
9.8201	0.0000
11.4416	0.0000
12.1183	0.0000
8.4014	0.0000
17.3491	0.0000
16.9328	0.0000
3.1313	0.0000
11.6279	0.0000
