0.3052	0.3427
0.0279	0.0157
0.3388	0.4209
0.4041	0.6155
0.5632	1.4879
0.4068	0.6251
0.2249	0.1995
0.3261	0.3898
0.3090	0.3510
0.4253	0.6936
0.0604	0.0347
0.7531	4.7172
0.3242	0.3853
0.6825	2.9757
0.8766	13.3609
0.4525	0.8072
0.2317	0.2096
0.1376	0.0955
0.6342	2.2287
0.0172	0.0101
0.0799	0.0478
0.2791	0.2900
0.2387	0.2204
0.3532	0.4587
0.1002	0.0630
0.9426	33.4865
0.0076	0.0051
0.9966	401.7248
0.5043	1.0744
0.4527	0.8081
0.0749	0.0444
0.5626	1.4834
0.4322	0.7209
0.0164	0.0097
0.4741	0.9095
0.8761	13.2825
0.4156	0.6568
0.5416	1.3195
0.8852	14.6917
0.5847	1.6785
0.9696	64.4477
0.3072	0.3469
0.2868	0.3047
0.3060	0.3443
0.1757	0.1355
0.1622	0.1204
0.9983	662.6289
0.6085	1.9209
0.3697	0.5053
0.1768	0.1367
0.8543	10.6535
0.3777	0.5294
0.2975	0.3265
0.9236	24.2367
0.4957	1.0248
0.3686	0.5021
0.3528	0.4577
0.8133	7.4147
0.0186	0.0108
0.9938	254.2906
0.7586	4.9015
0.1617	0.1200
0.4679	0.8791
0.6500	2.4458
0.8073	7.0611
0.9126	20.6777
0.9143	21.1684
0.1322	0.0904
0.5219	1.1836
0.1935	0.1569
0.1028	0.0651
0.9371	30.3088
0.3513	0.4535
0.1292	0.0876
0.9110	20.2231
0.5059	1.0840
0.7639	5.0904
0.5896	1.7258
0.1059	0.0676
0.7080	3.4934
0.8519	10.4068
0.7969	6.5024
0.1368	0.0947
0.1160	0.0760
0.3098	0.3525
0.9680	61.3070
0.9529	41.4555
0.8724	12.7766
0.4009	0.6047
0.4190	0.6696
0.0843	0.0510
0.2000	0.1652
0.7748	5.5075
0.8058	6.9777
0.4737	0.9078
0.8549	10.7160
0.2482	0.2355
0.4281	0.7047
0.7984	6.5791
0.0749	0.0443
0.9141	21.1004
0.7716	5.3813
0.2691	0.2715
0.8223	7.9915
0.1913	0.1541
0.7151	3.6561
0.1463	0.1039
0.3737	0.5173
0.6780	2.8958
0.0768	0.0457
0.4592	0.8379
0.5556	1.4263
0.9228	23.9511
0.4279	0.7041
0.6694	2.7480
0.1779	0.1380
0.4758	0.9182
0.3466	0.4410
0.2638	0.2619
0.4663	0.8715
